"Latitude","Longitude","NDWI","NDVI","HSI","DATA","COLECAO"
-325770,800760,-0.392761170864105,0.300223916769028,0.692985057830811,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-257250,861870,-0.389111816883087,0.298964858055115,0.688076674938202,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-227640,770550,-0.360567033290863,0.28436154127121,0.644928574562073,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-427110,801000,-0.36399519443512,0.285049855709076,0.649045050144196,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-285690,739830,-0.395387977361679,0.300530761480331,0.69591873884201,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-396030,853890,-0.374923765659332,0.290309071540833,0.665232837200165,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-333540,876960,-0.375552475452423,0.291344523429871,0.666896998882294,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-245310,663810,-0.372437924146652,0.28971916437149,0.66215705871582,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-372510,808620,-0.366388082504272,0.286698192358017,0.653086304664612,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-377190,656010,-0.130549639463425,0.0927112400531769,0.223260879516602,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-258090,777810,-0.176336005330086,0.120056852698326,0.296392858028412,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-245130,678870,-0.199442535638809,0.143763348460197,0.343205869197845,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-358260,778020,-0.375676691532135,0.292736113071442,0.668412804603577,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-273510,800790,-0.341504573822021,0.270899444818497,0.612403988838196,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-357000,663630,-0.15722943842411,0.115853659808636,0.273083090782166,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-390570,755100,-0.377213448286057,0.291114330291748,0.668327808380127,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-362730,823470,-0.0395156145095825,0.0219701621681452,0.0614857748150826,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-246240,861540,-0.00930873025208712,-0.000491159153170884,0.00881757121533155,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-252630,778140,-0.385086417198181,0.296124368906021,0.68121075630188,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-272130,854130,-0.358902931213379,0.281220436096191,0.64012336730957,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-328740,808380,-0.35348853468895,0.278052896261215,0.631541430950165,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-308880,717210,-0.377526998519897,0.292833089828491,0.670360088348389,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-290190,831450,-0.375362306833267,0.292137086391449,0.667499423027039,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-400170,656250,-0.371560752391815,0.289660632610321,0.661221385002136,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-325020,785640,-0.358734250068665,0.281791299581528,0.640525579452515,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-333540,663810,-0.372437924146652,0.28971916437149,0.66215705871582,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-355170,823830,-0.362621992826462,0.286425709724426,0.64904773235321,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-384780,770370,-0.363459855318069,0.285266697406769,0.648726582527161,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-375120,762930,-0.374913662672043,0.29139456152916,0.666308224201202,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-341280,869190,-0.358328640460968,0.281227350234985,0.639555990695953,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-373440,800970,-0.362399339675903,0.284169495105743,0.646568834781647,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-206430,770520,-0.366874247789383,0.286244511604309,0.65311872959137,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-391890,656100,-0.392497152090073,0.299961656332016,0.692458808422089,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-416850,770340,-0.353165537118912,0.277634620666504,0.630800127983093,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-419070,777810,-0.176336005330086,0.120056852698326,0.296392858028412,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-427050,846300,-0.203422471880913,0.145337030291557,0.34875950217247,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-341520,694260,-0.352703392505646,0.27594855427742,0.628651976585388,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-320370,686670,-0.346401900053024,0.277278631925583,0.623680531978607,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-268830,808470,-0.3630450963974,0.283922612667084,0.646967709064484,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-367110,747570,-0.368654668331146,0.288891166448593,0.657545804977417,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-290520,846660,-0.359913408756256,0.284606695175171,0.644520103931427,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-292620,793380,-0.361754477024078,0.283797025680542,0.64555150270462,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-233580,678930,-0.348242819309235,0.2759610414505,0.624203860759735,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-368790,800850,-0.365654289722443,0.286429315805435,0.6520836353302,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-372990,777780,-0.311279833316803,0.248800665140152,0.560080528259277,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-244050,808620,-0.366388082504272,0.286698192358017,0.653086304664612,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-212880,785400,-0.234681591391563,0.179374635219574,0.414056241512299,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-248970,724500,-0.369728893041611,0.286812901496887,0.65654182434082,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-330150,739740,0.0137018114328384,-0.0180127155035734,-0.031714528799057,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-214410,853920,-0.198145493865013,0.141576066613197,0.33972156047821,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-216840,694230,-0.356377720832825,0.281368523836136,0.637746214866638,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-296310,823530,-0.367535203695297,0.284643918275833,0.65217912197113,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-404040,785730,-0.369408667087555,0.287429839372635,0.656838536262512,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-331980,846480,-0.36564627289772,0.287256121635437,0.652902364730835,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-432900,785760,-0.36187019944191,0.283639013767242,0.645509243011475,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-376140,854070,-0.357758611440659,0.282195776700974,0.639954388141632,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-321360,838830,-0.354510337114334,0.279927521944046,0.63443785905838,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-387600,762750,-0.360549569129944,0.28283280134201,0.643382370471954,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-341040,793230,-0.358707368373871,0.28173890709877,0.640446305274963,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-279630,740070,-0.352152734994888,0.278213083744049,0.63036584854126,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-244080,709410,-0.377106696367264,0.291273295879364,0.66838002204895,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-428370,838800,-0.384051024913788,0.29395592212677,0.678006947040558,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-418320,694230,-0.356377720832825,0.281368523836136,0.637746214866638,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-264930,717030,-0.403672426939011,0.306845098733902,0.710517525672913,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-425580,686670,-0.346401900053024,0.277278631925583,0.623680531978607,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-297900,831090,-0.181867018342018,0.125213086605072,0.307080090045929,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-285900,762870,-0.36306956410408,0.283559858798981,0.646629452705383,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-384090,671250,-0.0232138112187386,0.00773543771356344,0.0309492498636246,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-423720,793380,-0.361754477024078,0.283797025680542,0.64555150270462,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-434010,861510,-0.245867222547531,0.197978094220161,0.443845331668854,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-341790,656130,-0.36966809630394,0.288556575775146,0.658224701881409,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-312570,861930,-0.376217782497406,0.290616542100906,0.666834354400635,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-383820,861660,-0.356600701808929,0.281243473291397,0.637844204902649,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-312960,739890,-0.365156650543213,0.287383049726486,0.652539730072021,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-358500,762870,-0.36306956410408,0.283559858798981,0.646629452705383,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-416040,816240,-0.373531430959702,0.290691822767258,0.664223253726959,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-379380,838980,-0.368261456489563,0.287208825349808,0.655470252037048,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-411870,816210,-0.374146401882172,0.290755182504654,0.664901614189148,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-334590,678930,-0.348242819309235,0.2759610414505,0.624203860759735,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-323640,678960,-0.399461686611176,0.304930120706558,0.704391837120056,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-301200,701790,-0.38271352648735,0.296600192785263,0.679313719272614,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-307020,732120,-0.218731388449669,0.173267036676407,0.391998410224915,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-296970,778050,-0.393348962068558,0.301905572414398,0.695254564285278,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-275550,663810,-0.372437924146652,0.28971916437149,0.66215705871582,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-340590,785760,-0.36187019944191,0.283639013767242,0.645509243011475,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-408150,755190,-0.369508504867554,0.287704020738602,0.657212495803833,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-309630,808530,-0.38160714507103,0.293558716773987,0.675165891647339,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-386730,717240,-0.331683725118637,0.265572130680084,0.597255825996399,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-342330,656040,-0.147789120674133,0.120906800031662,0.268695920705795,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-324720,716970,-0.240783840417862,0.181138813495636,0.421922653913498,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-395370,877170,-0.362867832183838,0.283841073513031,0.646708905696869,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-345390,656220,-0.363345414400101,0.285135686397552,0.648481130599976,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-381720,854160,-0.382669359445572,0.295107632875443,0.677776992321014,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-261690,717030,-0.403672426939011,0.306845098733902,0.710517525672913,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-306660,701940,-0.391377627849579,0.299578458070755,0.690956115722656,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-253620,679110,-0.374416500329971,0.290160685777664,0.664577186107635,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-285030,709560,-0.366480052471161,0.28724330663681,0.653723359107971,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-302940,816210,-0.374146401882172,0.290755182504654,0.664901614189148,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-385020,800670,-0.378653407096863,0.291331142187119,0.669984579086304,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-375480,678840,-0.215874344110489,0.149479821324348,0.365354180335999,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-391470,709320,-0.0561291538178921,0.0499466769397259,0.106075830757618,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-308010,671460,-0.376537621021271,0.293128699064255,0.669666290283203,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-369990,694380,-0.372164666652679,0.289489805698395,0.661654472351074,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-355650,709560,-0.366480052471161,0.28724330663681,0.653723359107971,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-205650,793140,-0.368275105953217,0.285544186830521,0.65381932258606,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-262290,831150,-0.370960652828217,0.291637867689133,0.662598490715027,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-378000,846360,-0.359688878059387,0.279049009084702,0.638737916946411,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-396150,770520,-0.366874247789383,0.286244511604309,0.65311872959137,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-427350,861930,-0.376217782497406,0.290616542100906,0.666834354400635,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-360060,694080,-0.215070188045502,0.151382729411125,0.366452932357788,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-410610,762570,-0.197765693068504,0.143118232488632,0.340883910655975,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
-334170,785730,-0.369408667087555,0.287429839372635,0.656838536262512,"2023/10/12","LC09_L2SP_231062_20231011_20231012_02_T1"
