Latitude,Longitude,ndvi,ndwi,hsi,data,colecao,MHTEMPMAX(media-harmonica-temperatura-maxima(C)),MHTEMPMIN(media-harmonica-temperatura-minima(C)),SUMCHUVA(soma-chuva(mm)),MHEVAPOTRANSPIRACAO(media-harmonica-soma-evapotranspiracao(mm))
-8.18850,-32.10900,0.28284752368927,-0.364601105451584,0.647448658943176,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.68780,-31.80300,-0.0008238363079726,0.0074275978840887,-0.0082514341920614,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-6.85830,-28.67400,0.203016877174377,-0.228366762399673,0.431383639574051,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.27190,-38.29800,0.289140254259109,-0.385179221630096,0.674319505691528,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.51020,-37.68300,0.258605897426605,-0.317512333393097,0.576118230819702,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.50810,-40.75200,0.158959895372391,-0.188236758112907,0.347196638584137,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.22480,-28.16400,0.265056312084198,-0.334863096475601,0.599919438362122,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.31630,-43.26600,0.274342119693756,-0.353668034076691,0.628010153770447,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.22030,-39.45900,0.0983429029583931,-0.111971944570541,0.210314840078354,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.13360,-35.12100,0.272956401109695,-0.353806108236313,0.626762509346008,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.32080,-37.58700,0.255861163139343,-0.311436057090759,0.567297220230103,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.16210,-30.87000,0.272876530885696,-0.343825846910477,0.616702377796173,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.65180,-35.65800,0.304046481847763,-0.404951304197311,0.708997786045074,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.00380,-39.90600,0.250445425510406,-0.308751732110977,0.559197187423706,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.50570,-34.94700,0.299975663423538,-0.393526047468185,0.693501710891724,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-6.77310,-38.57700,0.291244119405746,-0.360546499490738,0.651790618896484,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.00230,-34.37700,0.304053127765656,-0.394241124391556,0.698294281959534,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.37420,-32.86500,0.248690947890282,-0.30595400929451,0.55464494228363,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.26600,-40.66800,0.145192310214043,-0.153907120227814,0.299099445343018,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.35200,-43.05600,0.272409111261368,-0.347890585660934,0.620299696922302,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.38690,-23.49000,0.28501695394516,-0.365775406360626,0.650792360305786,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.21700,-25.25100,0.236069425940514,-0.283513337373734,0.519582748413086,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.49450,-32.44200,0.279073655605316,-0.360884875059128,0.639958500862122,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.91250,-40.90200,0.278739869594574,-0.356654733419418,0.63539457321167,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.59900,-25.14300,0.220423758029938,-0.269251346588135,0.489675104618073,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.70940,-30.73500,0.208916217088699,-0.248138636350632,0.457054853439331,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.38500,-41.49600,0.281631141901016,-0.367066591978073,0.648697733879089,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.05740,-34.56300,0.288969337940216,-0.374937355518341,0.663906693458557,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.81080,-26.50800,0.263825505971909,-0.333148956298828,0.596974492073059,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.01250,-25.82100,0.247836649417877,-0.299122482538223,0.546959161758423,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.30950,-30.85200,0.16098852455616,-0.172635063529015,0.333623588085175,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.57650,-27.72900,0.284270972013474,-0.367460459470749,0.651731431484222,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-6.95760,-37.60500,0.252797067165375,-0.313809752464294,0.566606819629669,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.99950,-35.27400,0.311665773391724,-0.420900881290436,0.732566654682159,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.49960,-27.87000,0.272431045770645,-0.348971158266068,0.621402204036713,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.88460,-23.37600,0.293674856424332,-0.384850740432739,0.678525567054749,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.34750,-33.23700,0.173839345574379,-0.225136503577232,0.398975849151611,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.14620,-29.56200,0.269459545612335,-0.344276160001755,0.613735675811768,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.57830,-32.48100,0.289761543273926,-0.376136958599091,0.665898501873016,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
